Drug1	Drug2	Drug1_ATC_Code	Drug2_ATC_Code	ATC_Jacard_Sim	Similarity
fluvastatin	pitavastatin	C10AA04	C10AA08	1.0	0.79132175
fluvastatin	pravastatin	C10AA04	C10AA03,C10BX02,C10BA03	1.0	0.75991327
fluvastatin	rosuvastatin	C10AA04	C10BX10,C10BX05,C10AA07,C10BA06,C10BX07,G01AE10,C10BX09	0.5	0.77971834
fluvastatin	cerivastatin	C10AA04	C10AA06	1.0	0.73736036
methylnaltrexone	naloxegol	A06AH01	A06AH03	1.0	0.7262663
thioproperazine	molindone	N05AB08	N05AE02	1.0	0.7207216
thioproperazine	chlorprothixene	N05AB08	N05AF03	1.0	0.7424424
obinutuzumab	ofatumumab	L01XC15	L01XC10	1.0	0.8407748
obinutuzumab	bendamustine	L01XC15	L01AA09	1.0	0.73961943
tigecycline	ertapenem	J01AA20,J01AA12	J01DH03	1.0	0.70265657
tigecycline	linezolid	J01AA20,J01AA12	J01XX08	1.0	0.74318045
iomeprol	iopentol	V08AB10	V08AB08	1.0	0.7439478
iomeprol	iopromide	V08AB10	V08AB05	1.0	0.8518052
iomeprol	iotrolan	V08AB10	V08AB06	1.0	0.75795007
iomeprol	ioversol	V08AB10	V08AB07	1.0	0.8176999
iomeprol	iobitridol	V08AB10	V08AB11	1.0	0.8310317
iomeprol	iodixanol	V08AB10	V08AB09	1.0	0.7634233
iomeprol	iopamidol	V08AB10	V08AB04	1.0	0.87738144
tocilizumab	golimumab	L04AC07	L04AB06	1.0	0.7360408
tocilizumab	anakinra	L04AC07	L04AC03	1.0	0.7638556
tocilizumab	etanercept	L04AC07	L04AB01	1.0	0.72256804
tocilizumab	adalimumab	L04AC07	L04AB04	1.0	0.71917784
pamidronate	ibandronate	M05BA03	M05BA06	1.0	0.7256023
etretinate	acitretin	D05BB01	D05BB02	1.0	0.7990029
methylphenidate	atomoxetine	N06BA04	N06BA09	1.0	0.7952791
penicillamine	tiopronin	M01CC01	R05CB12	0.0	0.72279245
penicillamine	bucillamine	M01CC01	M01CC02	1.0	0.7104599
bosutinib	nilotinib	L01XE14	L01XE08	1.0	0.7535613
bosutinib	ponatinib	L01XE14	L01XE24	1.0	0.75833905
bosutinib	dasatinib	L01XE14	L01XE06	1.0	0.72339374
eletriptan	almotriptan	N02CC06	N02CC05	1.0	0.79481775
eletriptan	zolmitriptan	N02CC06	N02CC03	1.0	0.79510933
eletriptan	frovatriptan	N02CC06	N02CC07	1.0	0.73843694
ixazomib	pomalidomide	L01XX50	L04AX06	1.0	0.720419
ixazomib	carfilzomib	L01XX50	L01XX45	1.0	0.755006
ixazomib	panobinostat	L01XX50	L01XX42	1.0	0.7175235
tetracaine	benzocaine	D04AB06,N01BA03,S01HA03,C05AD02	R02AD01,N01BA05,D04AB04,C05AD03	0.6	0.7671916
tetracaine	oxybuprocaine	D04AB06,N01BA03,S01HA03,C05AD02	S01HA02,D04AB03	0.5	0.7429384
tetracaine	proparacaine	D04AB06,N01BA03,S01HA03,C05AD02	S01HA04	0.25	0.73881423
diethylpropion	phentermine	A08AA03	A08AA01	1.0	0.79401827
diethylpropion	mazindol	A08AA03	A08AA05	1.0	0.7350067
diethylpropion	fenfluramine	A08AA03	A08AA02	1.0	0.70636666
diethylpropion	dexfenfluramine	A08AA03	A08AA04	1.0	0.7479799
tramazoline	naphazoline	R01AA09	R01AB02,R01AA08,S01GA51,S01GA01	0.5	0.7375271
fluticasone	salmeterol	R03AK11,R01AD08,R03AK06,R01AD58,R03BA05,D07AC17	R03AK06,R03AK12,R03AC12	0.5	0.71258986
fluticasone	mometasone	R03AK11,R01AD08,R03AK06,R01AD58,R03BA05,D07AC17	R03BA07,R01AD09,R03AK09,D07XC03,D07AC13	1.0	0.71250796
aprindine	moricizine	C01BB04	C01BG01	1.0	0.8014702
aprindine	encainide	C01BB04	C01BC08	1.0	0.7589164
aprindine	propafenone	C01BB04	C01BC03	1.0	0.739627
aprindine	tedisamil	C01BB04	C01BD06	1.0	0.7396872
aprindine	dofetilide	C01BB04	C01BD04	1.0	0.7006139
aprindine	bepridil	C01BB04	C08EA02	1.0	0.75495213
aprindine	disopyramide	C01BB04	C01BA03	1.0	0.7944599
gentamicin	vancomycin	S02AA14,D06AX07,S01AA11,S03AA06,J01GB03	A07AA09,J01XA01	0.25	0.70823306
gentamicin	amikacin	S02AA14,D06AX07,S01AA11,S03AA06,J01GB03	J01RA06,S01AA21,D06AX12,J01GB06	1.0	0.72292125
simvastatin	pravastatin	C10BX04,C10BA02,C10BA04,A10BH51,C10AA01,C10BX01	C10AA03,C10BX02,C10BA03	0.5	0.71684283
simvastatin	rosuvastatin	C10BX04,C10BA02,C10BA04,A10BH51,C10AA01,C10BX01	C10BX10,C10BX05,C10AA07,C10BA06,C10BX07,G01AE10,C10BX09	0.3333333333333333	0.7232147
almotriptan	zolmitriptan	N02CC05	N02CC03	1.0	0.7721205
almotriptan	frovatriptan	N02CC05	N02CC07	1.0	0.80674076
gadobutrol	gadoteridol	V08CA09	V08CA04	1.0	0.81908417
erlotinib	gefitinib	L01XE03	L01XE02	1.0	0.82764214
erlotinib	regorafenib	L01XE03	L01XE21	1.0	0.7034217
erlotinib	lapatinib	L01XE03	L01XE07	1.0	0.74405587
erlotinib	sunitinib	L01XE03	L01XE04	1.0	0.7353742
erlotinib	sorafenib	L01XE03	L01XE05	1.0	0.7257946
erlotinib	ceritinib	L01XE03	L01XE28	1.0	0.73694557
erlotinib	crizotinib	L01XE03	L01XE16	1.0	0.7777022
erlotinib	trametinib	L01XE03	L01XE25	1.0	0.708016
erlotinib	pazopanib	L01XE03	L01XE11	1.0	0.71684206
erlotinib	axitinib	L01XE03	L01XE17	1.0	0.7381316
erlotinib	cetuximab	L01XE03	L01XC06	1.0	0.76823235
norelgestromin	ethinylestradiol	G03AA13	G03AA03,G03AA04,G03AB07,G03AA10,G03AA08,G03AA09,G03AB01,G03AA11,G03AB05,G03AB02,G03AB03,G03CA01,L02AA03,G03AA02,G03AA01,G03AA12,G03AA05,G03AA07,G03AA15,G03AA06,G03AB04,G03AB06,G03AA13,G03AA16	0.5	0.7109734
bazedoxifene	ospemifene	G03CC07,G03XC02	G03XC05	1.0	0.7232465
bazedoxifene	raloxifene	G03CC07,G03XC02	G03XC01	1.0	0.7437986
temafloxacin	trovafloxacin	J01MA05	J01MA13	1.0	0.766638
temafloxacin	grepafloxacin	J01MA05	J01MA11	1.0	0.7235343
temafloxacin	rosoxacin	J01MA05	J01MB01	1.0	0.7085896
temafloxacin	fleroxacin	J01MA05	J01MA08	1.0	0.71038485
temafloxacin	cinoxacin	J01MA05	J01MB06	1.0	0.71805966
temafloxacin	loracarbef	J01MA05	J01DC08	1.0	0.7854803
temafloxacin	cefprozil	J01MA05	J01DC10	1.0	0.72430277
temafloxacin	cefatrizine	J01MA05	J01DB07	1.0	0.7061896
floctafenine	fentiazac	N02BG04	M01AB10,M02AA14	0.0	0.74912006
floctafenine	indoprofen	N02BG04	M01AE10	0.0	0.76148707
floctafenine	suprofen	N02BG04	M01AE07	0.0	0.71798
valnoctamide	valpromide	N05CM13	N03AG02	1.0	0.7226209
bopindolol	celiprolol	C07CA17,C07AA17	C07AB08	1.0	0.78015226
bopindolol	trimazosin	C07CA17,C07AA17	C02CA03	1.0	0.787112
bopindolol	penbutolol	C07CA17,C07AA17	C07CA23,C07AA23	1.0	0.77289444
bopindolol	bevantolol	C07CA17,C07AA17	C07AB06,C07BB06	1.0	0.7890038
bopindolol	spirapril	C07CA17,C07AA17	C09AA11	1.0	0.7035176
bopindolol	tertatolol	C07CA17,C07AA17	C07AA16	1.0	0.7598565
bopindolol	oxprenolol	C07CA17,C07AA17	C07CA02,C07BA02,C07AA02	1.0	0.7308093
bopindolol	indoramin	C07CA17,C07AA17	C02CA02	1.0	0.7414874
bopindolol	delapril	C07CA17,C07AA17	C09BA12,C09BB12,C09AA12	1.0	0.7009759
isoxsuprine	ritodrine	C04AA01	G02CA01	0.0	0.7330538
tamoxifen	letrozole	L02BA01	L02BG04	1.0	0.70483047
sildenafil	tadalafil	G04BE03,G01AE10	G04BE08	1.0	0.7578444
carvedilol	metoprolol	C07AG02	C07BB02,C07AB02,C07AB52,C07BB52,C07CB02,C07FB02	1.0	0.78667426
carvedilol	atenolol	C07AG02	C07CB03,C07FB03,C07DB01,C07BB03,C07CB53,C07AB03	1.0	0.7189737
carvedilol	nadolol	C07AG02	C07AA12,C07BA12	1.0	0.7095687
carvedilol	bisoprolol	C07AG02	C07BB07,C09BX02,C07FB07,C07AB57,C07AB07	1.0	0.76036525
piritramide	propacetamol	N02AC03	N02BE05	1.0	0.71020013
piritramide	diamorphine	N02AC03	N07BC06	1.0	0.7272128
piritramide	ketobemidone	N02AC03	N02AG02,N02AB01	1.0	0.75918615
piroxicam	nimesulide	S01BC06,M02AA07,M01AC01	M02AA26,M01AX17	0.5	0.7635279
piroxicam	aceclofenac	S01BC06,M02AA07,M01AC01	M01AB16,M02AA25	0.5	0.7609017
piroxicam	etodolac	S01BC06,M02AA07,M01AC01	M01AB08	0.5	0.72526807
azathioprine	prednisolone	L04AX01	D07AA03,R01AD52,S02BA03,S01CB02,V03AB05,S01CA02,D07CA03,D07XA02,C05AA04,A07EA01,A01AC54,S03BA02,S02CA01,S03CA02,R01AD02,H02AB06,D07BA01,S01BB02,S01BA04	0.0	0.7156167
azathioprine	prednisone	L04AX01	H02AB07,A07EA03	0.0	0.72352433
azathioprine	ciclosporin	L04AX01	S01XA18,L04AD01	0.5	0.7147551
trovafloxacin	grepafloxacin	J01MA13	J01MA11	1.0	0.80843806
trovafloxacin	biapenem	J01MA13	J01DH05	1.0	0.7326842
trovafloxacin	fleroxacin	J01MA13	J01MA08	1.0	0.76358575
trovafloxacin	garenoxacin	J01MA13	J01MA19	1.0	0.7914202
trovafloxacin	faropenem	J01MA13	J01DI03	1.0	0.7378655
trovafloxacin	sitafloxacin	J01MA13	J01MA21	1.0	0.7410194
trovafloxacin	cefprozil	J01MA13	J01DC10	1.0	0.7013879
trovafloxacin	sparfloxacin	J01MA13	J01MA09	1.0	0.78632176
trovafloxacin	pefloxacin	J01MA13	J01MA03	1.0	0.7191818
trovafloxacin	ceftizoxime	J01MA13	J01DD07	1.0	0.70277625
trovafloxacin	cefdinir	J01MA13	J01DD15	1.0	0.7193453
trovafloxacin	gemifloxacin	J01MA13	J01MA15	1.0	0.8269168
trovafloxacin	cefpirome	J01MA13	J01DE02	1.0	0.7071097
trovafloxacin	telithromycin	J01MA13	J01FA15	1.0	0.7568924
cisatracurium	vecuronium	M03AC11	M03AC03	1.0	0.83944345
cisatracurium	succinylcholine	M03AC11	M03AB01	1.0	0.74794906
cisatracurium	sugammadex	M03AC11	V03AB35	0.0	0.72772413
cisatracurium	mivacurium	M03AC11	M03AC10	1.0	0.80718374
cisatracurium	atracurium	M03AC11	M03AC04	1.0	0.84160954
cisatracurium	pancuronium	M03AC11	M03AC01	1.0	0.7656189
fenbufen	acemetacin	M01AE05	M01AB11	1.0	0.708808
fenbufen	indoprofen	M01AE05	M01AE10	1.0	0.7424056
fenbufen	tolmetin	M01AE05	M01AB03,M02AA21	1.0	0.73354036
fenbufen	nabumetone	M01AE05	M01AX01	1.0	0.7613372
fenbufen	suprofen	M01AE05	M01AE07	1.0	0.7830748
fenbufen	oxaprozin	M01AE05	M01AE12	1.0	0.7825627
fenbufen	benoxaprofen	M01AE05	M01AE06	1.0	0.70550305
quinagolide	bromocriptine	G02CB04	G02CB01,N04BC01	0.5	0.70578635
quinagolide	cabergoline	G02CB04	N04BC06,G02CB03	0.5	0.72726446
fingolimod	natalizumab	L04AA27	L04AA23	1.0	0.7575605
fendiline	prenylamine	C08EA01	C01DX52,C01DX02	1.0	0.83425444
fendiline	gallopamil	C08EA01	C08DA02	1.0	0.76483107
fendiline	bepridil	C08EA01	C08EA02	1.0	0.72177863
fendiline	mibefradil	C08EA01	C08CX01	1.0	0.71272284
vecuronium	succinylcholine	M03AC03	M03AB01	1.0	0.74143624
vecuronium	tubocurarine	M03AC03	M03AA02	1.0	0.70167667
vecuronium	sugammadex	M03AC03	V03AB35	0.0	0.71910214
vecuronium	mivacurium	M03AC03	M03AC10	1.0	0.8164468
vecuronium	atracurium	M03AC03	M03AC04	1.0	0.8585215
vecuronium	pipecuronium	M03AC03	M03AC06	1.0	0.7720504
vecuronium	pancuronium	M03AC03	M03AC01	1.0	0.8631879
pregabalin	gabapentin	N03AX16	N03AX12	1.0	0.8027613
clobetasol	fluocinonide	D07CD01,D07AD01	D07CC05,C05AA11,D07AC08	0.5	0.73382163
procaterol	salmeterol	R03AC16,R03CC08	R03AK06,R03AK12,R03AC12	1.0	0.7311571
procaterol	fenoterol	R03AC16,R03CC08	R03AL01,R03AC04,R03CC04,G02CA03	0.5	0.8191851
procaterol	formoterol	R03AC16,R03CC08	R03AK11,R03AK07,R03AL05,R03AK08,R03AC13,R03AK09	1.0	0.7082854
hydroxyzine	brompheniramine	N05BB51,N05BB01	R06AB51,R06AB01	0.0	0.7237181
hydroxyzine	mequitazine	N05BB51,N05BB01	R06AD07	0.0	0.71283567
hydroxyzine	promethazine	N05BB51,N05BB01	V03AB05,R06AD02,D04AA10,R06AD52	0.0	0.80144
hydroxyzine	dexchlorpheniramine	N05BB51,N05BB01	R06AB02,R06AB52	0.0	0.7193384
hydroxyzine	clemastine	N05BB51,N05BB01	D04AA14,R06AA04,R06AA54	0.0	0.7397397
hydroxyzine	triprolidine	N05BB51,N05BB01	R06AX07	0.0	0.7000652
hydroxyzine	meclizine	N05BB51,N05BB01	R06AE55,R06AE05	0.0	0.77168804
hydroxyzine	cyclizine	N05BB51,N05BB01	R06AE03,R06AE53	0.0	0.73514676
hydroxyzine	pheniramine	N05BB51,N05BB01	R06AB05,D04AA16	0.0	0.7304222
hydroxyzine	diphenhydramine	N05BB51,N05BB01	D04AA33,D04AA32,R06AA52,R06AA02	0.0	0.71640646
hydroxyzine	cetirizine	N05BB51,N05BB01	R06AE07	0.0	0.77489847
hydroxyzine	doxepin	N05BB51,N05BB01	N06AA12	1.0	0.7240463
voglibose	acarbose	A10BF03	A10BF01,A10BD17	1.0	0.7501368
voglibose	mitiglinide	A10BF03	A10BX08	1.0	0.81085944
voglibose	alogliptin	A10BF03	A10BD13,A10BD09,A10BH04	1.0	0.72492945
voglibose	vildagliptin	A10BF03	A10BH02,A10BD08	1.0	0.71854866
voglibose	nateglinide	A10BF03	A10BX03	1.0	0.75705636
voglibose	sitagliptin	A10BF03	A10BH51,A10BD12,A10BH01,A10BD07	1.0	0.7090232
voglibose	miglitol	A10BF03	A10BF02	1.0	0.8680415
voglibose	repaglinide	A10BF03	A10BD14,A10BX02	1.0	0.7642216
voglibose	glimepiride	A10BF03	A10BB12,A10BD06,A10BD04	1.0	0.76948327
sultamicillin	cefroxadine	J01CR04,J01CR50	J01DB11	1.0	0.7010216
sultamicillin	loracarbef	J01CR04,J01CR50	J01DC08	1.0	0.7280589
sultamicillin	cefprozil	J01CR04,J01CR50	J01DC10	1.0	0.7589234
sultamicillin	cefdinir	J01CR04,J01CR50	J01DD15	1.0	0.71791285
sultamicillin	pivmecillinam	J01CR04,J01CR50	J01CR50,J01CA08	1.0	0.70428133
sultamicillin	bacampicillin	J01CR04,J01CR50	J01CR50,J01CA06	1.0	0.7455095
sultamicillin	pivampicillin	J01CR04,J01CR50	J01CR50,J01CA02	1.0	0.7662093
moricizine	encainide	C01BG01	C01BC08	1.0	0.820304
moricizine	propafenone	C01BG01	C01BC03	1.0	0.7034546
moricizine	disopyramide	C01BG01	C01BA03	1.0	0.71446776
pyrimethamine	sulfadoxine	P01BF04,P01BD01,P01BD51	G01AE10	0.0	0.82161605
pyrimethamine	atovaquone	P01BF04,P01BD01,P01BD51	P01AX06	1.0	0.7216061
celiprolol	trimazosin	C07AB08	C02CA03	1.0	0.7985317
celiprolol	barnidipine	C07AB08	C08CA12	1.0	0.7245027
celiprolol	penbutolol	C07AB08	C07CA23,C07AA23	1.0	0.73374575
celiprolol	bevantolol	C07AB08	C07AB06,C07BB06	1.0	0.7979807
celiprolol	xamoterol	C07AB08	C01CX07	1.0	0.7689754
celiprolol	tertatolol	C07AB08	C07AA16	1.0	0.7729409
celiprolol	oxprenolol	C07AB08	C07CA02,C07BA02,C07AA02	1.0	0.72390056
celiprolol	carteolol	C07AB08	S01ED55,S01ED05,C07AA15	0.5	0.70776606
celiprolol	betaxolol	C07AB08	C07AB05,S01ED52,S01ED02	0.5	0.73033875
celiprolol	gallopamil	C07AB08	C08DA02	1.0	0.7050679
celiprolol	indoramin	C07AB08	C02CA02	1.0	0.7502045
celiprolol	practolol	C07AB08	C07AB01	1.0	0.72572774
celiprolol	nadolol	C07AB08	C07AA12,C07BA12	1.0	0.7792776
celiprolol	urapidil	C07AB08	C02CA06	1.0	0.7105847
homatropine	methscopolamine	S01FA05	A03CB01,S01FA03,A03BB03	0.5	0.703076
homatropine	tropicamide	S01FA05	S01FA06,S01FA56	1.0	0.705852
homatropine	cyclopentolate	S01FA05	S01FA54,S01FA04	1.0	0.72196984
flupentixol	remoxipride	N05AF01	N05AL04	1.0	0.72909844
flupentixol	fluspirilene	N05AF01	N05AG01	1.0	0.7054552
flupentixol	iloperidone	N05AF01	N05AX14	1.0	0.70319915
flupentixol	fluphenazine	N05AF01	N05AB02	1.0	0.77914464
flupentixol	clopenthixol	N05AF01	N05AF02	1.0	0.7156735
flupentixol	methotrimeprazine	N05AF01	N05AA02	1.0	0.71542645
flupentixol	molindone	N05AF01	N05AE02	1.0	0.7396403
flupentixol	sertindole	N05AF01	N05AE03	1.0	0.70272666
flupentixol	chlorprothixene	N05AF01	N05AF03	1.0	0.7434287
flupentixol	bromperidol	N05AF01	N05AD06	1.0	0.7819758
flupentixol	tiapride	N05AF01	N05AL03	1.0	0.7192573
etidocaine	mepivacaine	N01BB07,N01BB57	N01BB53,N01BB03	1.0	0.7465375
etidocaine	chloroprocaine	N01BB07,N01BB57	N01BA04	1.0	0.79235226
vinflunine	vinorelbine	L01CA05	L01CA04	1.0	0.7570742
vinflunine	amrubicin	L01CA05	L01DB10	1.0	0.75611
vinflunine	ixabepilone	L01CA05	L01DC04	1.0	0.77528316
pentostatin	clofarabine	L01XX08	L01BB06	1.0	0.70096874
metaraminol	urapidil	C01CA09	C02CA06	1.0	0.7145204
goserelin	leuprolide	L02AE03	L02AE02	1.0	0.8300335
goserelin	buserelin	L02AE03	L02AE01	1.0	0.73450917
goserelin	triptorelin	L02AE03	L02AE04	1.0	0.7807662
goserelin	degarelix	L02AE03	L02BX02	1.0	0.733562
norethynodrel	norgestrel	G03FA09	G03FB01,G03AA06,G03FA10	1.0	0.81489766
norethynodrel	medrogestone	G03FA09	G03FB07,G03DB03	1.0	0.7003353
norethynodrel	lynestrenol	G03FA09	G03AA03,G03DC03,G03AC02,G03FA07,G03AB02,G03FB02	1.0	0.7251225
tegaserod	lubiprostone	A06AX06	A06AX03	1.0	0.7227933
tegaserod	cisapride	A06AX06	A03FA02	1.0	0.7248568
tegaserod	prucalopride	A06AX06	A06AX05	1.0	0.8113091
tegaserod	cilansetron	A06AX06	A03AE03	1.0	0.7038405
agomelatine	clomipramine	N06AX22	N06AA04	1.0	0.7107256
agomelatine	fluvoxamine	N06AX22	N06AB08	1.0	0.7107288
agomelatine	vortioxetine	N06AX22	N06AX26	1.0	0.7402351
agomelatine	escitalopram	N06AX22	N06AB10	1.0	0.70446426
agomelatine	vilazodone	N06AX22	N06AX24	1.0	0.73473483
agomelatine	paroxetine	N06AX22	N06AB05	1.0	0.7513959
etoricoxib	etodolac	M01AH05	M01AB08	1.0	0.72532904
atomoxetine	lisdexamfetamine	N06BA09	N06BA12	1.0	0.72006226
atomoxetine	guanfacine	N06BA09	C02AC02	0.0	0.75661325
grepafloxacin	fleroxacin	J01MA11	J01MA08	1.0	0.78824675
grepafloxacin	garenoxacin	J01MA11	J01MA19	1.0	0.75700396
grepafloxacin	sparfloxacin	J01MA11	J01MA09	1.0	0.8158921
grepafloxacin	cefdinir	J01MA11	J01DD15	1.0	0.72939706
grepafloxacin	gemifloxacin	J01MA11	J01MA15	1.0	0.7365883
grepafloxacin	telithromycin	J01MA11	J01FA15	1.0	0.7097651
pyrantel	triclabendazole	P02CC01	P02BX04	1.0	0.703423
pyrantel	flubendazole	P02CC01	P02CA05	1.0	0.72091234
mesalazine	balsalazide	A07EC02	A07EC04	1.0	0.7374479
liothyronine	levothyroxine	H03AA03,H03AA02	H03AA01	1.0	0.7498753
kanamycin	neomycin	A07AA08,J01GB04,S01AA24	A07AA51,J01GB05,B05CA09,S03AA01,D06AX04,S01AA03,A07AA01,R02AB01,A01AB08,S02AA07	0.5	0.70093983
kanamycin	streptomycin	A07AA08,J01GB04,S01AA24	J01GA01,J04AM01,A07AA54,A07AA04	0.6666666666666666	0.7274497
nizatidine	ranitidine	A02BA04	A02BA07,A02BA02	1.0	0.74520963
nizatidine	itopride	A02BA04	A03FA07	1.0	0.7224787
nizatidine	lafutidine	A02BA04	A02BA08	1.0	0.7297662
nizatidine	omeprazole	A02BA04	A02BD05,A02BC01,A02BD01	1.0	0.706766
pembrolizumab	nivolumab	L01XC18	L01XC17	1.0	0.8818557
pembrolizumab	ramucirumab	L01XC18	L01XC21	1.0	0.712049
pembrolizumab	ipilimumab	L01XC18	L01XC11	1.0	0.79280907
panitumumab	necitumumab	L01XC08	L01XC22	1.0	0.7126878
panitumumab	ramucirumab	L01XC08	L01XC21	1.0	0.7245712
panitumumab	cetuximab	L01XC08	L01XC06	1.0	0.78693
vincristine	vinblastine	L01CA02	L01CA01	1.0	0.78802633
phenoxymethylpenicillin	dicloxacillin	J01CR50,J01CE02,J01CE10	J01CR50,J01CF01	1.0	0.721309
phenoxymethylpenicillin	loracarbef	J01CR50,J01CE02,J01CE10	J01DC08	1.0	0.70210916
phenoxymethylpenicillin	cefprozil	J01CR50,J01CE02,J01CE10	J01DC10	1.0	0.708965
phenoxymethylpenicillin	pivmecillinam	J01CR50,J01CE02,J01CE10	J01CR50,J01CA08	1.0	0.71740144
phenoxymethylpenicillin	pivampicillin	J01CR50,J01CE02,J01CE10	J01CR50,J01CA02	1.0	0.71163094
lacosamide	levetiracetam	N03AX18	N03AX14	1.0	0.76286024
lacosamide	rufinamide	N03AX18	N03AF03	1.0	0.73015064
lacosamide	zonisamide	N03AX18	N03AX15,G01AE10	0.5	0.7025042
lacosamide	clobazam	N03AX18	N05BA09	1.0	0.7232433
lacosamide	perampanel	N03AX18	N03AX22	1.0	0.768232
eltrombopag	romiplostim	B02BX05	B02BX04	1.0	0.89073503
acarbose	miglitol	A10BF01,A10BD17	A10BF02	1.0	0.7834086
delamanid	bedaquiline	J04AK06	J04AK05	1.0	0.84065825
imipramine	clomipramine	N06AA02	N06AA04	1.0	0.8246045
imipramine	tianeptine	N06AA02	N06AX14	1.0	0.70061797
imipramine	mianserin	N06AA02	N06AX03	1.0	0.76778895
imipramine	desipramine	N06AA02	N06AA01	1.0	0.8083454
imipramine	citalopram	N06AA02	N06AB04	1.0	0.7260064
imipramine	fluvoxamine	N06AA02	N06AB08	1.0	0.7159611
imipramine	reboxetine	N06AA02	N06AX18	1.0	0.70465815
imipramine	milnacipran	N06AA02	N06AX17	1.0	0.71461266
imipramine	amitriptyline	N06AA02	N06CA01,N06AA09	1.0	0.7609905
imipramine	paroxetine	N06AA02	N06AB05	1.0	0.73721707
triflupromazine	clopenthixol	N05AA05	N05AF02	1.0	0.7030109
triflupromazine	methotrimeprazine	N05AA05	N05AA02	1.0	0.771484
triflupromazine	promazine	N05AA05	N05AA03	1.0	0.8341877
triflupromazine	chlorprothixene	N05AA05	N05AF03	1.0	0.8222985
triflupromazine	mesoridazine	N05AA05	N05AC03	1.0	0.7055026
physostigmine	scopolamine	S01EB05,V03AB19	A04AD01,S01FA02,N05CM05,A04AD51	0.25	0.7339183
physostigmine	galantamine	S01EB05,V03AB19	N06DA04	0.0	0.70659965
gefitinib	lapatinib	L01XE02	L01XE07	1.0	0.71547365
gefitinib	crizotinib	L01XE02	L01XE16	1.0	0.7394315
bortezomib	carfilzomib	L01XX32	L01XX45	1.0	0.7995845
bortezomib	panobinostat	L01XX32	L01XX42	1.0	0.72703254
encainide	propafenone	C01BC08	C01BC03	1.0	0.7276839
encainide	disopyramide	C01BC08	C01BA03	1.0	0.7024386
amineptine	protriptyline	N06AA19	N06AA11	1.0	0.7249253
amineptine	viloxazine	N06AA19	N06AX09	1.0	0.8253831
amineptine	opipramol	N06AA19	N06AA05	1.0	0.745961
amineptine	minaprine	N06AA19	N06AX07	1.0	0.7274424
amineptine	mianserin	N06AA19	N06AX03	1.0	0.7049082
amineptine	zimelidine	N06AA19	N06AB02	1.0	0.7223672
amineptine	moclobemide	N06AA19	N06AG02	1.0	0.70987487
amineptine	amoxapine	N06AA19	N06AA17	1.0	0.7529442
amineptine	tiapride	N06AA19	N05AL03	1.0	0.70800567
amineptine	trimipramine	N06AA19	N06AA06	1.0	0.7860408
sitaxentan	bosentan	C02KX03	C02KX01	1.0	0.7672082
sitaxentan	macitentan	C02KX03	C02KX04	1.0	0.7302161
sitaxentan	ambrisentan	C02KX03	C02KX02	1.0	0.7562261
melphalan	thiotepa	L01AA03	L01AC01	1.0	0.700552
amdinocillin	cefotetan	J01CA11	J01DC05	1.0	0.70489365
amdinocillin	cefmenoxime	J01CA11	J01DD05	1.0	0.70816493
amdinocillin	azlocillin	J01CA11	J01CR50,J01CA09	1.0	0.7701902
amdinocillin	cefonicid	J01CA11	J01DC06	1.0	0.71393913
amdinocillin	ceftizoxime	J01CA11	J01DD07	1.0	0.7156578
amdinocillin	cefamandole	J01CA11	J01DC03	1.0	0.7231927
amdinocillin	latamoxef	J01CA11	J01DD06	1.0	0.73648155
amdinocillin	mezlocillin	J01CA11	J01CR50,J01CA10	1.0	0.78421855
tadalafil	silodosin	G04BE08	G04CA04	1.0	0.70970654
methyprylon	secobarbital	N05CE02	N05CA06,N05CB01	1.0	0.7021179
metoprolol	atenolol	C07BB02,C07AB02,C07AB52,C07BB52,C07CB02,C07FB02	C07CB03,C07FB03,C07DB01,C07BB03,C07CB53,C07AB03	1.0	0.7823227
metoprolol	bisoprolol	C07BB02,C07AB02,C07AB52,C07BB52,C07CB02,C07FB02	C07BB07,C09BX02,C07FB07,C07AB57,C07AB07	1.0	0.8006904
buspirone	mirtazapine	N05BE01	N06AX11	1.0	0.7115948
buspirone	clomipramine	N05BE01	N06AA04	1.0	0.7060377
buspirone	trazodone	N05BE01	N06AX05	1.0	0.7047107
buspirone	tianeptine	N05BE01	N06AX14	1.0	0.7102205
buspirone	gepirone	N05BE01	N06AX19	1.0	0.7035159
buspirone	reboxetine	N05BE01	N06AX18	1.0	0.7029951
buspirone	flibanserin	N05BE01	G02CX02	0.0	0.7038908
fluoxymesterone	methyltestosterone	G03BA01	G03EA01,G03EK01,G03BA02	1.0	0.73642117
fluoxymesterone	oxymetholone	G03BA01	A14AA05	0.0	0.7676227
phentermine	mazindol	A08AA01	A08AA05	1.0	0.72640496
phentermine	fenfluramine	A08AA01	A08AA02	1.0	0.7479694
phentermine	dexfenfluramine	A08AA01	A08AA04	1.0	0.79113513
phentermine	sibutramine	A08AA01	A08AA10	1.0	0.7639782
butorphanol	alfaxalone	N02AF01	N01AX05	1.0	0.7553902
butorphanol	acepromazine	N02AF01	N05AA04	1.0	0.78459734
faldaprevir	paritaprevir	J05AE13	J05AX67,J05AX66	1.0	0.7301033
faldaprevir	simeprevir	J05AE13	J05AE14,G01AE10	0.5	0.7335589
faldaprevir	asunaprevir	J05AE13	J05AE15	1.0	0.72419494
faldaprevir	boceprevir	J05AE13	J05AE12	1.0	0.747043
